Application Date,Country,YOE,Seniority,Technology,Code Challenge Score,Technical Interview Score,approved
2020-08-30,Latvia,10,Trainee,Mulesoft,8,2,False
2022-01-23,Armenia,15,Mid-Level,Business Intelligence,5,3,False
2022-02-03,Philippines,12,Mid-Level,Business Analytics / Project Management,9,5,False
2021-03-20,Angola,23,Mid-Level,Business Analytics / Project Management,10,8,True
2021-06-26,Swaziland,11,Trainee,Development - CMS Frontend,7,4,False
2018-04-12,Pakistan,18,Lead,Data Engineer,1,9,False
2020-02-26,Zimbabwe,5,Lead,Security Compliance,5,0,False
2020-03-05,Malawi,9,Mid-Level,Client Success,7,8,False
2020-02-11,Turkey,30,Intern,Development - Frontend,2,10,False
2020-08-05,Syrian Arab Republic,29,Lead,DevOps,0,0,False
2021-11-18,Thailand,2,Mid-Level,DevOps,10,1,False
2021-11-23,Norfolk Island,12,Senior,Sales,9,1,False
2018-07-02,Isle of Man,30,Trainee,QA Manual,8,3,False
2021-03-22,Ireland,10,Senior,Design,2,6,False
2019-12-30,Libyan Arab Jamahiriya,21,Intern,Security,0,10,False
2018-07-02,Northern Mariana Islands,12,Architect,DevOps,3,7,False
2020-08-21,Indonesia,3,Intern,Technical Writing,3,6,False
2020-12-06,Wallis and Futuna,29,Architect,Development - CMS Backend,6,1,False
2021-04-24,Uzbekistan,13,Trainee,Game Development,1,7,False
2021-09-17,Slovakia (Slovak Republic),30,Lead,Adobe Experience Manager,0,4,False
2019-03-26,Colombia,1,Intern,Security Compliance,6,5,False
2020-01-13,Bouvet Island (Bouvetoya),29,Trainee,Game Development,2,5,False
2019-12-16,Montenegro,1,Lead,Database Administration,1,2,False
2018-06-08,Guadeloupe,18,Mid-Level,Game Development,6,2,False
2021-07-24,Saint Vincent and the Grenadines,15,Intern,QA Automation,1,4,False
2020-12-13,Saudi Arabia,6,Junior,Client Success,2,2,False
2020-05-26,Bulgaria,19,Intern,Development - CMS Frontend,4,0,False
2020-05-02,Mexico,22,Trainee,Mulesoft,4,6,False
2021-12-16,Somalia,8,Intern,Client Success,4,7,False
2019-01-24,Sudan,2,Mid-Level,Development - FullStack,5,10,False
2019-03-15,Nicaragua,24,Intern,Adobe Experience Manager,7,7,False
2020-12-02,Jersey,14,Senior,Game Development,2,10,False
2020-10-08,Bahamas,26,Junior,Business Intelligence,3,9,False
2018-06-15,Greenland,24,Mid-Level,Social Media Community Management,10,2,False
2021-06-09,Saint Martin,19,Architect,Salesforce,10,9,True
2021-06-25,Kiribati,14,Architect,DevOps,9,4,False
2018-07-14,Oman,15,Lead,Technical Writing,4,9,False
2018-01-07,Isle of Man,14,Mid-Level,Mulesoft,8,7,False
2018-12-06,Cote d'Ivoire,20,Lead,Business Intelligence,0,10,False
2018-06-04,Gambia,29,Architect,Social Media Community Management,0,3,False
2019-02-04,Turks and Caicos Islands,17,Trainee,Security,1,0,False
2021-04-20,Costa Rica,18,Mid-Level,QA Manual,5,6,False
2019-06-06,Guyana,16,Mid-Level,Social Media Community Management,6,0,False
2022-02-15,Costa Rica,27,Mid-Level,Client Success,8,3,False
2021-07-03,United States of America,16,Lead,QA Manual,2,4,False
2021-08-13,Uzbekistan,21,Senior,System Administration,2,9,False
2018-09-09,Ecuador,10,Lead,Design,8,8,True
2022-05-31,Syrian Arab Republic,4,Senior,Business Intelligence,10,9,True
2019-10-16,Estonia,10,Intern,System Administration,10,8,True
2021-11-20,Belize,22,Senior,Salesforce,4,9,False
2020-09-13,Haiti,19,Intern,Business Analytics / Project Management,0,10,False
2020-08-27,Uzbekistan,15,Intern,Data Engineer,10,10,True
2022-06-28,Micronesia,14,Architect,Database Administration,9,9,True
2020-02-05,Morocco,29,Mid-Level,Social Media Community Management,5,6,False
2018-01-06,Seychelles,16,Mid-Level,Business Analytics / Project Management,8,7,False
2019-05-14,Liechtenstein,6,Trainee,Design,3,3,False
2019-05-28,Virgin Islands British,1,Junior,Mulesoft,4,5,False
2021-10-05,Norway,5,Mid-Level,Technical Writing,8,1,False
2020-10-02,Sierra Leone,23,Mid-Level,Development - CMS Frontend,6,1,False
2019-03-16,Chad,6,Mid-Level,Development - CMS Backend,2,1,False
2020-01-18,Netherlands Antilles,14,Senior,Development - FullStack,6,3,False
2020-11-18,Central African Republic,20,Architect,Database Administration,5,8,False
2022-05-08,Colombia,30,Junior,Game Development,9,2,False
2022-05-17,Madagascar,0,Trainee,Business Analytics / Project Management,9,10,True
2018-04-03,Kyrgyz Republic,22,Intern,Game Development,8,3,False
2021-02-23,United States Minor Outlying Islands,7,Lead,Database Administration,2,8,False
2019-11-18,Virgin Islands British,1,Architect,Social Media Community Management,1,1,False
2021-02-09,United Arab Emirates,15,Mid-Level,Design,2,1,False
2021-12-25,United States of America,10,Junior,Development - CMS Frontend,3,10,False
2021-08-07,Cocos (Keeling) Islands,0,Architect,Salesforce,4,9,False
2019-04-17,Netherlands,20,Lead,Data Engineer,1,7,False
2022-03-06,Djibouti,14,Architect,Security Compliance,10,3,False
2020-02-02,British Indian Ocean Territory (Chagos Archipelago),23,Lead,Security,4,9,False
2021-09-13,Myanmar,17,Architect,Security,7,10,False
2018-05-05,Montenegro,7,Lead,System Administration,0,4,False
2022-02-11,Togo,20,Lead,Social Media Community Management,3,2,False
2020-08-24,South Africa,15,Architect,Development - CMS Backend,4,3,False
2021-10-15,Saint Martin,17,Intern,Development - FullStack,10,5,False
2022-06-18,Canada,21,Mid-Level,Mulesoft,9,9,True
2020-09-13,China,18,Lead,System Administration,10,10,True
2019-07-20,Botswana,6,Lead,DevOps,5,4,False
2021-04-14,Wallis and Futuna,23,Intern,DevOps,0,1,False
2021-08-25,Djibouti,21,Mid-Level,Game Development,5,1,False
2018-01-13,Saint Lucia,23,Intern,Database Administration,8,8,True
2022-01-06,Zambia,15,Senior,Development - CMS Backend,4,5,False
2022-05-19,Singapore,8,Mid-Level,Development - CMS Frontend,0,1,False
2019-09-10,Latvia,16,Junior,Development - CMS Frontend,7,6,False
2022-06-14,Malawi,17,Mid-Level,Salesforce,8,0,False
2022-04-09,Cayman Islands,23,Mid-Level,Business Analytics / Project Management,9,5,False
2020-08-21,Jordan,2,Intern,Security,9,9,True
2018-11-22,Syrian Arab Republic,26,Architect,Security Compliance,4,10,False
2022-01-02,Democratic People's Republic of Korea,9,Senior,Mulesoft,0,6,False
2022-01-09,Liechtenstein,29,Architect,Game Development,6,4,False
2018-09-20,Bolivia,20,Lead,Development - Backend,10,10,True
2021-12-28,Pakistan,23,Mid-Level,Mulesoft,7,5,False
2019-11-21,Lebanon,23,Senior,Data Engineer,4,1,False
2021-10-18,Nicaragua,18,Architect,Adobe Experience Manager,9,3,False
2020-03-22,New Zealand,17,Intern,Social Media Community Management,0,4,False
2018-02-28,Gambia,5,Lead,Database Administration,4,4,False
2019-09-04,Togo,3,Architect,Adobe Experience Manager,3,10,False
2022-06-21,Antarctica (the territory South of 60 deg S),18,Mid-Level,Game Development,2,8,False
2018-09-23,Palestinian Territory,29,Senior,Salesforce,10,6,False
2019-07-06,Turkey,28,Junior,Development - CMS Frontend,5,5,False
2018-05-15,Poland,28,Architect,Security,4,7,False
2020-07-10,Chad,30,Trainee,Technical Writing,2,10,False
2022-05-15,Lesotho,29,Architect,QA Manual,9,4,False
2019-01-11,Cyprus,3,Lead,QA Manual,5,5,False
2020-11-18,Belize,23,Senior,Business Analytics / Project Management,7,7,False
2019-06-28,Maldives,22,Senior,Security,3,10,False
2019-12-08,Timor-Leste,14,Architect,Security,9,8,True
2018-10-14,Italy,28,Senior,Adobe Experience Manager,0,10,False
2019-07-17,Turkmenistan,8,Lead,Adobe Experience Manager,1,6,False
2020-06-30,Uruguay,20,Intern,Security Compliance,0,4,False
2022-05-01,Liechtenstein,1,Senior,QA Automation,1,7,False
2021-08-03,Dominican Republic,18,Intern,Development - Backend,7,0,False
2020-03-08,Samoa,10,Junior,Data Engineer,1,3,False
2021-12-31,Norway,8,Senior,Technical Writing,1,5,False
2021-10-28,Virgin Islands U.S.,13,Senior,Client Success,9,4,False
2021-04-24,Bermuda,23,Lead,Data Engineer,9,8,True
2022-05-27,Guatemala,20,Senior,Sales,10,1,False
2021-08-04,Bolivia,17,Intern,Database Administration,4,3,False
2019-11-21,Luxembourg,15,Junior,Data Engineer,6,8,False
2019-12-21,Portugal,26,Junior,Business Intelligence,1,3,False
2021-06-12,Nauru,19,Intern,Database Administration,9,0,False
2020-08-10,Lithuania,10,Intern,Mulesoft,3,3,False
2020-06-04,Ethiopia,14,Mid-Level,Development - Backend,0,1,False
2018-09-01,Germany,15,Lead,Technical Writing,4,4,False
2019-09-15,Virgin Islands U.S.,11,Architect,Social Media Community Management,1,10,False
2019-06-02,Haiti,4,Senior,Development - FullStack,1,7,False
2019-11-04,Cameroon,2,Trainee,Database Administration,6,2,False
2019-02-02,Egypt,1,Architect,Security,5,3,False
2022-05-21,Slovenia,3,Senior,QA Automation,0,10,False
2020-03-22,Iraq,3,Senior,Social Media Community Management,10,3,False
2020-07-03,British Indian Ocean Territory (Chagos Archipelago),29,Architect,Development - FullStack,2,7,False
2018-06-28,Turkey,28,Senior,Technical Writing,7,10,False
2021-09-02,Morocco,4,Intern,System Administration,4,0,False
2020-04-24,Eritrea,22,Lead,Development - Backend,8,9,True
2020-12-11,Nicaragua,3,Intern,Sales,8,8,True
2020-10-18,Sweden,26,Intern,Data Engineer,3,8,False
2018-10-23,India,12,Lead,Salesforce,6,2,False
2021-03-22,Croatia,3,Architect,Adobe Experience Manager,9,2,False
2022-04-22,Guernsey,24,Trainee,Development - Backend,8,8,True
2019-03-16,Bahamas,20,Junior,Client Success,3,4,False
2022-01-03,Singapore,19,Intern,Salesforce,2,10,False
2022-03-17,Saint Martin,19,Junior,Development - CMS Frontend,9,1,False
2021-07-13,Australia,19,Lead,Game Development,10,8,True
2020-05-14,French Southern Territories,7,Lead,Salesforce,7,8,False
2020-04-16,Turkmenistan,23,Intern,Development - Backend,7,4,False
2018-01-26,Latvia,30,Trainee,Development - Frontend,2,6,False
2021-06-14,Heard Island and McDonald Islands,16,Trainee,Social Media Community Management,3,3,False
2020-09-30,Croatia,26,Lead,QA Automation,1,7,False
2021-05-19,Martinique,1,Intern,Adobe Experience Manager,3,10,False
2022-01-06,Guatemala,7,Architect,QA Manual,7,2,False
2021-05-10,Burundi,13,Lead,Social Media Community Management,10,3,False
2020-07-02,Samoa,22,Lead,Game Development,7,4,False
2020-08-25,Saint Kitts and Nevis,16,Senior,Database Administration,5,5,False
2020-02-09,Iran,27,Mid-Level,Business Analytics / Project Management,9,0,False
2020-08-17,Serbia,3,Trainee,Salesforce,1,0,False
2020-07-09,Peru,4,Mid-Level,Technical Writing,0,9,False
2018-08-13,Estonia,14,Junior,Development - Backend,0,4,False
2018-09-24,Malaysia,14,Intern,Mulesoft,0,6,False
2018-03-28,Tonga,19,Senior,Data Engineer,9,2,False
2022-05-19,Japan,12,Trainee,QA Automation,4,1,False
2021-02-15,Trinidad and Tobago,27,Junior,Business Analytics / Project Management,6,6,False
2020-07-10,Pakistan,12,Trainee,Sales,5,4,False
2020-02-16,Tonga,19,Junior,System Administration,6,4,False
2019-01-31,Mauritius,13,Senior,Business Analytics / Project Management,2,4,False
2018-06-12,Congo,28,Trainee,Social Media Community Management,9,1,False
2018-03-11,Central African Republic,16,Trainee,Data Engineer,0,8,False
2019-01-15,Equatorial Guinea,6,Senior,QA Manual,2,6,False
2019-03-05,Japan,30,Intern,Adobe Experience Manager,8,1,False
2022-01-06,Albania,12,Mid-Level,Game Development,1,8,False
2020-03-27,Belgium,18,Senior,Client Success,10,2,False
2018-11-14,Vanuatu,5,Senior,Business Analytics / Project Management,8,6,False
2019-01-13,Nepal,4,Trainee,Salesforce,10,10,True
2018-07-11,Afghanistan,27,Lead,Business Analytics / Project Management,0,6,False
2018-04-12,Tajikistan,30,Mid-Level,Game Development,8,8,True
2019-04-20,Denmark,20,Mid-Level,Technical Writing,2,4,False
2021-02-20,Kiribati,3,Senior,Business Analytics / Project Management,9,9,True
2021-02-24,Oman,15,Junior,DevOps,10,3,False
2018-06-25,Vietnam,1,Junior,Development - Frontend,6,10,False
2018-07-28,Palau,10,Junior,Development - FullStack,2,3,False
2022-05-13,Nepal,18,Intern,Business Analytics / Project Management,8,9,True
2020-06-12,Portugal,10,Lead,Data Engineer,7,2,False
2020-06-21,Uruguay,10,Mid-Level,DevOps,8,5,False
2021-04-18,Timor-Leste,16,Mid-Level,Database Administration,10,3,False
2018-12-09,Barbados,22,Intern,Development - CMS Backend,0,1,False
2022-02-17,Guinea,17,Architect,Database Administration,2,1,False
2021-04-18,Serbia,20,Intern,Game Development,3,8,False
2021-08-17,Canada,7,Architect,Security Compliance,10,5,False
2018-12-27,Saint Lucia,10,Senior,Development - CMS Frontend,7,9,False
2018-05-08,Nicaragua,22,Trainee,System Administration,10,8,True
2021-10-29,Guernsey,12,Trainee,Game Development,7,7,False
2021-09-05,Tanzania,16,Lead,Development - CMS Frontend,5,10,False
2018-12-18,Cape Verde,26,Trainee,Technical Writing,4,5,False
2021-01-07,Saint Helena,22,Intern,Adobe Experience Manager,10,9,True
2020-06-04,Seychelles,27,Architect,Development - CMS Backend,5,6,False
2021-09-17,Ethiopia,16,Trainee,Business Analytics / Project Management,9,0,False
2020-12-12,United States of America,22,Architect,Security,8,3,False
2019-10-02,Poland,8,Architect,Business Analytics / Project Management,1,6,False
2018-12-20,Colombia,14,Junior,Game Development,7,5,False
2018-05-18,United States Minor Outlying Islands,7,Intern,Business Analytics / Project Management,3,8,False
2018-07-04,Namibia,21,Lead,Development - Backend,6,1,False
2018-07-27,Andorra,5,Mid-Level,QA Automation,0,9,False
2021-12-17,Mali,12,Architect,Data Engineer,2,3,False
2019-07-07,Slovenia,9,Architect,Mulesoft,2,8,False
2021-05-14,Liberia,15,Mid-Level,Salesforce,1,6,False
2021-04-13,Bouvet Island (Bouvetoya),15,Architect,Adobe Experience Manager,0,7,False
2022-03-29,Lebanon,13,Trainee,Social Media Community Management,5,5,False
2019-05-10,Democratic People's Republic of Korea,8,Architect,Game Development,5,0,False
2021-02-28,Saint Martin,12,Intern,Game Development,7,5,False
2020-06-25,Belarus,7,Intern,Business Analytics / Project Management,10,6,False
2022-06-21,Tanzania,8,Lead,Security Compliance,5,5,False
2021-02-25,Monaco,14,Trainee,Database Administration,6,7,False
2021-09-03,French Guiana,23,Lead,Sales,2,2,False
2018-02-06,Canada,27,Intern,Client Success,4,10,False
2018-08-25,South Georgia and the South Sandwich Islands,0,Intern,Game Development,1,7,False
2019-10-28,Swaziland,24,Senior,Business Intelligence,2,8,False
2019-11-24,Honduras,22,Architect,Data Engineer,3,2,False
2020-07-02,Gibraltar,12,Junior,Game Development,5,9,False
2019-04-11,Bolivia,21,Lead,Development - FullStack,3,6,False
2019-12-07,Kyrgyz Republic,17,Junior,Design,10,10,True
2022-01-12,Madagascar,7,Lead,Security Compliance,2,7,False
2018-08-16,Spain,5,Lead,DevOps,6,7,False
2020-08-16,Ethiopia,18,Senior,Development - CMS Backend,4,6,False
2020-07-03,Honduras,0,Architect,Business Analytics / Project Management,3,3,False
2019-09-02,Andorra,30,Intern,Development - Backend,1,10,False
2020-07-22,Anguilla,29,Junior,DevOps,0,4,False
2021-12-12,Saint Vincent and the Grenadines,10,Trainee,QA Automation,4,9,False
2021-09-06,Saint Helena,6,Architect,Game Development,5,10,False
2018-06-01,Cambodia,25,Trainee,Technical Writing,4,7,False
2019-08-03,Anguilla,16,Junior,Client Success,8,2,False
2018-10-06,Lebanon,16,Mid-Level,Development - Frontend,5,6,False
2020-09-15,Cyprus,15,Lead,Development - Frontend,3,0,False
2018-12-17,Barbados,28,Senior,Development - Frontend,4,5,False
2018-12-16,Iceland,4,Junior,Mulesoft,4,1,False
2018-11-01,United States of America,19,Lead,DevOps,9,3,False
2019-06-18,Mongolia,1,Intern,Development - Backend,9,4,False
2021-11-25,Malta,26,Junior,Development - CMS Backend,0,0,False
2021-12-22,Lesotho,22,Lead,Game Development,8,3,False
2019-12-16,Ireland,18,Mid-Level,Client Success,7,3,False
2021-08-30,Taiwan,29,Mid-Level,DevOps,5,8,False
2019-07-03,Latvia,4,Lead,System Administration,8,3,False
2020-11-09,Bolivia,2,Trainee,QA Automation,9,0,False
2019-10-21,Christmas Island,17,Intern,Development - CMS Backend,1,1,False
2021-11-07,Ethiopia,2,Architect,Database Administration,10,10,True
2019-06-11,Venezuela,0,Intern,Business Analytics / Project Management,2,5,False
2021-07-27,Timor-Leste,21,Senior,Social Media Community Management,9,2,False
2018-06-24,Albania,8,Architect,Technical Writing,1,3,False
2021-10-07,Angola,18,Junior,DevOps,5,10,False
2019-10-15,Christmas Island,24,Architect,Development - Frontend,7,2,False
2018-12-16,Palestinian Territory,25,Senior,Client Success,5,6,False
2020-02-23,Tuvalu,28,Mid-Level,Business Analytics / Project Management,0,1,False
2022-05-10,Saint Helena,19,Architect,Salesforce,1,5,False
2019-07-15,Turkey,28,Architect,Game Development,8,6,False
2021-12-30,Lesotho,29,Architect,QA Automation,7,6,False
2020-08-28,Bouvet Island (Bouvetoya),20,Trainee,Security Compliance,8,8,True
2020-11-23,Georgia,27,Architect,Business Intelligence,7,8,False
2019-10-05,Belarus,27,Lead,Technical Writing,2,4,False
2019-05-07,Cote d'Ivoire,1,Junior,Development - CMS Frontend,3,4,False
2018-08-04,Palestinian Territory,18,Architect,System Administration,5,7,False
2021-02-05,Paraguay,24,Junior,Development - Frontend,1,0,False
2021-08-26,Singapore,3,Senior,DevOps,6,8,False
2019-12-30,Estonia,22,Lead,QA Manual,2,6,False
2021-02-16,Djibouti,16,Intern,Database Administration,3,10,False
2018-06-06,Timor-Leste,17,Architect,Development - FullStack,1,2,False
2021-02-28,Costa Rica,10,Lead,Development - Backend,4,8,False
2021-03-15,Georgia,29,Lead,Business Analytics / Project Management,1,4,False
2018-02-16,Bermuda,19,Senior,Game Development,9,8,True
2018-04-27,Martinique,29,Intern,Adobe Experience Manager,3,9,False
2021-01-24,Philippines,24,Intern,Game Development,5,4,False
2021-01-16,Wallis and Futuna,8,Trainee,QA Manual,0,8,False
2018-02-18,Togo,2,Trainee,Development - CMS Frontend,7,7,False
2021-03-02,Seychelles,7,Senior,QA Manual,7,5,False
2021-09-07,Holy See (Vatican City State),5,Architect,Development - FullStack,3,1,False
2019-07-18,Guinea-Bissau,26,Architect,Game Development,7,9,False
2021-05-12,Paraguay,17,Senior,Business Analytics / Project Management,8,3,False
2020-02-01,Zambia,28,Senior,DevOps,2,10,False
2022-06-14,Bermuda,16,Intern,QA Manual,5,0,False
2020-12-07,Mauritius,30,Mid-Level,Development - Frontend,10,10,True
2021-07-06,Liberia,20,Lead,Game Development,7,9,False
2018-10-05,Ethiopia,2,Trainee,Development - CMS Frontend,9,8,True
2018-09-03,Puerto Rico,10,Trainee,Adobe Experience Manager,1,6,False
2019-09-20,Mauritania,7,Junior,Security Compliance,10,9,True
2022-04-10,Democratic People's Republic of Korea,26,Trainee,Game Development,9,4,False
2018-08-29,South Africa,19,Junior,Mulesoft,2,9,False
2019-08-08,Peru,18,Senior,Game Development,0,1,False
2019-08-11,Bouvet Island (Bouvetoya),23,Intern,Security,8,1,False
2021-05-30,Dominica,23,Architect,Data Engineer,0,5,False
2019-07-28,Haiti,11,Junior,Security,2,0,False
2020-02-22,Trinidad and Tobago,25,Senior,DevOps,8,6,False
2021-05-03,Saint Kitts and Nevis,2,Junior,Development - Backend,3,6,False
2021-08-20,Tonga,23,Intern,Business Intelligence,6,6,False
2019-12-18,Bermuda,18,Lead,Client Success,1,6,False
2018-09-24,Barbados,7,Architect,Social Media Community Management,4,3,False
2020-03-07,Turkmenistan,24,Mid-Level,Mulesoft,3,2,False
2020-05-28,Jersey,12,Mid-Level,Salesforce,0,8,False
2019-09-07,Namibia,10,Intern,Social Media Community Management,8,9,True
2021-03-07,Niger,30,Intern,Technical Writing,0,10,False
2021-08-28,Bosnia and Herzegovina,28,Mid-Level,Security,3,5,False
2022-02-27,United Arab Emirates,23,Mid-Level,QA Automation,5,2,False
2018-08-23,Malta,9,Intern,Security Compliance,10,9,True
2019-11-21,Costa Rica,13,Mid-Level,DevOps,5,10,False
